Algorithm,Error Reason,Utterance,Assigned label,predicted_label,predicted_confidence,cluster_confidence,assigned_topic,predicted_topic,Topic
HDBSCAN,Mislabel,How much does it cost in fees to use your card?,order_physical_card,card_payment_fee_charged,0.959581733,0.659612671,new_card,card_payment,Without
HDBSCAN,Model Error,Can I top up using an international card,top_up_by_card_charge,supported_cards_and_currencies,0.303593963,0.645565406,top_up,exchange_rate_currency,Without
HDBSCAN,Model Error,Is there a way to transfer funds directly from my card?,topping_up_by_card,card_linking,0.210411266,0.598266234,top_up,new_card,Without
HDBSCAN,Vague,I want to go back on what I did this morning,cancel_transfer,edit_personal_details,0.27455461,0.597785753,transfers,account_management,Without
HDBSCAN,Model Error,How do I retrieve my card from the machine?,card_swallowed,order_physical_card,0.209684089,0.580348962,atm_cash_withdrawal,new_card,Without
HDBSCAN,Model Error,How do I top up my card using your app? I'm new to this.,topping_up_by_card,apple_pay_or_google_pay,0.372666568,0.539320398,top_up,card_info,Without
HDBSCAN,Vague,"How can I fix my card, it got declined twice.",declined_transfer,declined_card_payment,0.350626349,0.524204084,transfers,card_malfunction,Without
HDBSCAN,Model Error,Has the check I deposited cleared to I can get the cash?,balance_not_updated_after_cheque_or_cash_deposit,top_up_by_cash_or_cheque,0.534207881,0.515560567,transactions,top_up,Without
HDBSCAN,Model Error,Why has my payment not gone through?,pending_card_payment,declined_card_payment,0.894755721,0.511875715,card_payment,card_malfunction,Without
HDBSCAN,Model Error,"Ordered awhile back, what is the ETA in the US?",card_delivery_estimate,fiat_currency_support,0.300086618,0.503870782,new_card,exchange_rate_currency,Without
HDBSCAN,Model Error,What are the ways for others to transfer me money?,receiving_money,transfer_into_account,0.705687881,0.487302229,transactions,transfers,Without
HDBSCAN,Mislabel,"I really need money from my card today, but my card is getting declined. Please help!!",top_up_failed,declined_card_payment,0.481247395,0.471845999,top_up,card_malfunction,Without
HDBSCAN,Mislabel,"I don't understand how to top up my account, can you please explain the process?",transfer_into_account,topping_up_by_card,0.682464421,0.442260618,transfers,top_up,Without
HDBSCAN,Model Error,"Someone stole my wallet earlier today, not sure exactly when, probably on Piccadilly circus. Can you check if there were any attempts to use the card and obviously block it?",lost_or_stolen_card,cash_withdrawal_not_recognised,0.953414917,0.44113819,new_card,atm_cash_withdrawal,Without
HDBSCAN,Mislabel,Is it possible for me to get money out in a different currency?,receiving_money,exchange_via_app,0.35850352,0.435857723,transactions,exchange_rate_currency,Without
HDBSCAN,Vague,Where did this fee come from?,extra_charge_on_statement,card_payment_fee_charged,0.9649719,0.43448125,transactions,card_payment,Without
HDBSCAN,Model Error,why did the app refuse to make an approved payment,reverted_card_payment?,declined_card_payment,0.85593003,0.43263774,card_payment,card_malfunction,Without
HDBSCAN,Mislabel,"My card's frozen, what can I do?",pin_blocked,card_not_working,0.951752007,0.430108768,account_management,card_malfunction,Without
HDBSCAN,Model Error,How do I contact customer support about a transfer?,declined_transfer,receiving_money,0.625664175,0.429877686,transfers,transactions,Without
HDBSCAN,Model Error,Can I add funds to the card directly from my bank account?,transfer_into_account,topping_up_by_card,0.315338671,0.40530914,transfers,top_up,Without
HDBSCAN,Vague,Why am I being charged more?,card_payment_wrong_exchange_rate,card_payment_fee_charged,0.903134227,0.404140538,exchange_rate_currency,card_payment,Without
HDBSCAN,Model Error,I cannot find my credit card.,lost_or_stolen_card,topping_up_by_card,0.416287065,0.401617842,new_card,top_up,Without
HDBSCAN,Model Error,Is a copy of the police report necessary for completing the report process?,lost_or_stolen_card,verify_my_identity,0.622261465,0.354119533,new_card,identity_verification,Without
HDBSCAN,Mislabel,Will a transfer incur a fee?,top_up_by_bank_transfer_charge,transfer_fee_charged,0.904012918,0.351709099,top_up,transfers,Without
HDBSCAN,Both Incorrect,how long and how much does it cost for new card,card_about_to_expire,contactless_not_working,0.468498439,0.341846617,new_card,card_malfunction,Without
HDBSCAN,Model Error,What methods can I use to add money to my account?,transfer_into_account,topping_up_by_card,0.587787271,0.33870285,transfers,top_up,Without
HDBSCAN,Model Error,There are some strange charges on my card that I didn't make from a few days ago.  Is my card stolen and if so should I cancel it?  Will I get refunded the charges?,card_payment_not_recognised,cash_withdrawal_not_recognised,0.333368808,0.327577023,card_payment,atm_cash_withdrawal,Without
HDBSCAN,Mislabel,Am I allowed to use any card to make a payment?,visa_or_mastercard,card_acceptance,0.401457191,0.323927545,card_info,exchange_rate_currency,Without
HDBSCAN,Mislabel,How do I cancel my card? There are charges on my account that I didn't make.,cash_withdrawal_not_recognised,card_payment_not_recognised,0.888161302,0.319774057,atm_cash_withdrawal,card_payment,Without
HDBSCAN,Model Error,"I think my identity has been stolen, can you check on unauthorized charges?",compromised_card,unable_to_verify_identity,0.322922409,0.304715495,new_card,identity_verification,Without
HDBSCAN,Mislabel,Is GBP a supported currency?,receiving_money,fiat_currency_support,0.588665903,0.267015438,transactions,exchange_rate_currency,Without
HDBSCAN,Mislabel,"I am attempting to make a purchase online, but my card is not working.  I know there are funds available, is this an issue on the banks end?",reverted_card_payment?,declined_card_payment,0.54462564,0.255824935,card_payment,card_malfunction,Without
HDBSCAN,Model Error,What are the available cards?,visa_or_mastercard,getting_spare_card,0.562713623,0.246098244,card_info,virtual_disposable_cards,Without
HDBSCAN,Mislabel,"I need to make a transfer, what will the fee be?",top_up_by_bank_transfer_charge,transfer_fee_charged,0.647001624,0.242015097,top_up,transfers,Without
HDBSCAN,Model Error,I have paid money into my account but it doesn't show.,balance_not_updated_after_cheque_or_cash_deposit,transfer_not_received_by_recipient,0.49028331,0.230113196,transactions,transfers,Without
HDBSCAN,Model Error,"I'm out of money, can I add money with my bank?",transfer_into_account,top_up_by_cash_or_cheque,0.401557624,0.210851135,transfers,top_up,Without
HDBSCAN,Mislabel,I need to cancel my card that got stolen a little while ago. Someone has already taken some money out and I don't want them to take anymore. Can you please do that?,cash_withdrawal_not_recognised,lost_or_stolen_card,0.422586113,0.202151862,atm_cash_withdrawal,new_card,Without
HDBSCAN,Model Error,how come i can't find anywhere to load using cash,top_up_by_cash_or_cheque,wrong_exchange_rate_for_cash_withdrawal,0.33353439,0.201355522,top_up,exchange_rate_currency,Without
HDBSCAN,Model Error,"im so mad right now. theres several charges that I think my x boyfriend made on my card. the companys on the website wouldn't refund me my money, they told me to contact my bank. DO something please.",direct_debit_payment_not_recognised,transaction_charged_twice,0.47430712,0.178754595,card_payment,transactions,Without
HDBSCAN,Model Error,How do I set-up my PIN for the new card?,get_physical_card,change_pin,0.579431295,0.167971954,new_card,account_management,Without
HDBSCAN,Model Error,Can I use app to freeze account and dispute fraud?,compromised_card,direct_debit_payment_not_recognised,0.578387737,0.164424822,new_card,card_payment,Without
HDBSCAN,Model Error,"I am a new customer, and I happened to look at my app and there is a charge I am not familiar with.  Could you tell me why the extra charge is there?",extra_charge_on_statement,transfer_fee_charged,0.395941079,0.158974892,transactions,transfers,Without
HDBSCAN,Model Error,Can I change the amount I made on a payment that I made to the payment is correct.,cancel_transfer,card_payment_wrong_exchange_rate,0.302474499,0.150380474,transfers,exchange_rate_currency,Without
HDBSCAN,Model Error,can I have a non virtual card?,order_physical_card,getting_virtual_card,0.549778104,0.142517239,new_card,virtual_disposable_cards,Without
HDBSCAN,Model Error,How do you fix  my card payment?,declined_card_payment,reverted_card_payment?,0.524751246,0.125601387,card_malfunction,card_payment,Without
HDBSCAN,Model Error,What can I pay with? Does cash work?,top_up_by_cash_or_cheque,cash_withdrawal_charge,0.371041298,0.085609658,top_up,atm_cash_withdrawal,Without
HDBSCAN,Model Error,Can I space out how often money is transferred along my travels?,automatic_top_up,balance_not_updated_after_bank_transfer,0.288992733,0,top_up,transfers,Without
HDBSCAN,Model Error,Can I use app to freeze my card and dispute fraud?,compromised_card,card_payment_not_recognised,0.552020431,0,new_card,card_payment,Without
HDBSCAN,Mislabel,Is there a way to know when my card will arrive?,card_arrival,card_delivery_estimate,0.944849253,0.491954072,new_card,new_card,Within
HDBSCAN,Mislabel,When will I get my card?,card_arrival,card_delivery_estimate,0.967208624,0.666684783,new_card,new_card,Within
HDBSCAN,Mislabel,How long does a card delivery take?,card_arrival,card_delivery_estimate,0.967351496,0.620590075,new_card,new_card,Within
HDBSCAN,Model Error,Status of the card I ordered.,card_arrival,lost_or_stolen_card,0.374373794,0.380206111,new_card,new_card,Within
HDBSCAN,Mislabel,How do I know when my card will arrive?,card_arrival,card_delivery_estimate,0.965850294,0.840647652,new_card,new_card,Within
HDBSCAN,Model Error,Is it a good time to exchange?,exchange_rate,exchange_via_app,0.888302028,0.567713513,exchange_rate_currency,exchange_rate_currency,Within
HDBSCAN,Mislabel,How can I check the exchange rate applied to my transaction?,card_payment_wrong_exchange_rate,exchange_rate,0.357619494,0.36839311,exchange_rate_currency,exchange_rate_currency,Within
HDBSCAN,Mislabel,My account was charged for a withdraw I tried to make that was decline.,pending_cash_withdrawal,declined_cash_withdrawal,0.960456491,1,atm_cash_withdrawal,atm_cash_withdrawal,Within
HDBSCAN,Model Error,How do I change currencies to euros?,fiat_currency_support,exchange_via_app,0.941125035,0.341811505,exchange_rate_currency,exchange_rate_currency,Within
HDBSCAN,Model Error,Am I able to exchange currencies?,fiat_currency_support,exchange_via_app,0.97560209,0.963171028,exchange_rate_currency,exchange_rate_currency,Within
HDBSCAN,Model Error,Can I exchange currencies?,fiat_currency_support,exchange_via_app,0.960763991,0.280408376,exchange_rate_currency,exchange_rate_currency,Within
HDBSCAN,Model Error,What countries can I travel to and have access to their currencies?,fiat_currency_support,country_support,0.91722101,1,exchange_rate_currency,exchange_rate_currency,Within
HDBSCAN,Mislabel,my card was not in the mail again can you advise?,card_delivery_estimate,card_arrival,0.930422485,1,new_card,new_card,Within
HDBSCAN,Model Error,I'm just wondering when my card will get here.,card_delivery_estimate,card_arrival,0.886916041,0.752631172,new_card,new_card,Within
HDBSCAN,Mislabel,Can I get my card expedited?,card_delivery_estimate,card_arrival,0.955514073,0.707730144,new_card,new_card,Within
HDBSCAN,Vague,I am waiting for my card to arrive.,card_delivery_estimate,card_arrival,0.975673914,0.964970676,new_card,new_card,Within
HDBSCAN,Model Error,"Is there a top-up feature, if there isn't a lot of money left?",automatic_top_up,pending_top_up,0.752484739,0.732763987,top_up,top_up,Within
HDBSCAN,Model Error,Nothing goes through on my card.,card_not_working,declined_card_payment,0.444194734,0.993268792,card_malfunction,card_malfunction,Within
HDBSCAN,Mislabel,What currency's can i exchange for?,exchange_via_app,fiat_currency_support,0.517039478,0,exchange_rate_currency,exchange_rate_currency,Within
HDBSCAN,Mislabel,Can I change my currency from USD to EUR?,exchange_via_app,fiat_currency_support,0.969311535,0.487703738,exchange_rate_currency,exchange_rate_currency,Within
HDBSCAN,Model Error,Will you reinstate my PIN?,pin_blocked,change_pin,0.784706652,0.448938734,account_management,account_management,Within
HDBSCAN,Model Error,"How do I reset my PIN, I can't seem to use my card?",pin_blocked,change_pin,0.953332782,0.82777075,account_management,account_management,Within
HDBSCAN,Mislabel,"My account is blocked, how do I log in now",pin_blocked,terminate_account,0.632445097,0.310265283,account_management,account_management,Within
HDBSCAN,Model Error,Can I reactivate my PIN?,pin_blocked,change_pin,0.576790333,0.208551981,account_management,account_management,Within
HDBSCAN,Mislabel,How do I reset my PIN?,pin_blocked,change_pin,0.976184845,1,account_management,account_management,Within
HDBSCAN,Model Error,My contanctless has stopped working,contactless_not_working,card_not_working,0.549497366,1,card_malfunction,card_malfunction,Within
HDBSCAN,Model Error,The NFC payment wouldn't work on the bus today. Help?,contactless_not_working,declined_card_payment,0.267034382,0.539397887,card_malfunction,card_malfunction,Within
HDBSCAN,Vague,I would like to refill my account using SWIFT.,top_up_by_bank_transfer_charge,top_up_by_cash_or_cheque,0.739932597,1,top_up,top_up,Within
HDBSCAN,Vague,What are the fees for top-ups?,top_up_by_bank_transfer_charge,top_up_by_card_charge,0.969275773,0.650003838,top_up,top_up,Within
HDBSCAN,Model Error,"I've already topped up, but I cannot see the funds being available. What happened?",pending_top_up,top_up_reverted,0.88417083,0.159671637,top_up,top_up,Within
HDBSCAN,Model Error,"OMG!  I'm trying to load my card and it wont top up!  I desperately need the money either on my card or in my bank, where is it?",pending_top_up,topping_up_by_card,0.349084318,0.378452585,top_up,top_up,Within
HDBSCAN,Model Error,Am I free to top-up as much as I want?,top_up_limits,top_up_by_card_charge,0.877866685,0.738858661,top_up,top_up,Within
HDBSCAN,Model Error,Why did I not get my cash back after I withdrew?,wrong_amount_of_cash_received,declined_cash_withdrawal,0.935234547,1,atm_cash_withdrawal,atm_cash_withdrawal,Within
HDBSCAN,Mislabel,Where is the money I pushed it's on my mobile app as being withdrawn.,wrong_amount_of_cash_received,cash_withdrawal_not_recognised,0.564418852,0.975454529,atm_cash_withdrawal,atm_cash_withdrawal,Within
HDBSCAN,Mislabel,My cash withdrawal was partly declined,wrong_amount_of_cash_received,declined_cash_withdrawal,0.977043808,1,atm_cash_withdrawal,atm_cash_withdrawal,Within
HDBSCAN,Mislabel,Will declined funds I tried to withdraw be returned to me?,wrong_amount_of_cash_received,declined_cash_withdrawal,0.976724386,0.57839363,atm_cash_withdrawal,atm_cash_withdrawal,Within
HDBSCAN,Model Error,im not sure what this charge is for,card_payment_fee_charged,direct_debit_payment_not_recognised,0.97164917,0.836672473,card_payment,card_payment,Within
HDBSCAN,Mislabel,how long do money transfers take?,transfer_not_received_by_recipient,pending_transfer,0.8663885,0.437129578,transfers,transfers,Within
HDBSCAN,Other,Where is the transfer I started?,transfer_not_received_by_recipient,balance_not_updated_after_bank_transfer,0.855866551,0.324497838,transfers,transfers,Within
HDBSCAN,Vague,transaction failed?,transfer_not_received_by_recipient,failed_transfer,0.954180598,0.98630665,transfers,transfers,Within
HDBSCAN,Model Error,I transferred some money but the receiver can't pick it up for some reason.,transfer_not_received_by_recipient,transfer_fee_charged,0.389687419,0.637901154,transfers,transfers,Within
HDBSCAN,Model Error,When will my funds transfer?,transfer_not_received_by_recipient,balance_not_updated_after_bank_transfer,0.931858301,0.661217423,transfers,transfers,Within
HDBSCAN,Model Error,Which forms of currency are accepted?,supported_cards_and_currencies,fiat_currency_support,0.699489772,0.177192418,exchange_rate_currency,exchange_rate_currency,Within
HDBSCAN,Model Error,Do you accept other currencies besides US Dollars?,supported_cards_and_currencies,fiat_currency_support,0.928876162,0.227786044,exchange_rate_currency,exchange_rate_currency,Within
HDBSCAN,Model Error,I need to reorder my virtual card!,getting_virtual_card,virtual_card_not_working,0.474085748,0.933751165,virtual_disposable_cards,virtual_disposable_cards,Within
HDBSCAN,Mislabel,Can I use my card for payment all over the world?,card_acceptance,country_support,0.62224406,0.268104316,exchange_rate_currency,exchange_rate_currency,Within
HDBSCAN,Mislabel,"I am traveling to Germany, Will I be able to use my card there?",card_acceptance,country_support,0.890356839,1,exchange_rate_currency,exchange_rate_currency,Within
HDBSCAN,Model Error,What stores will take my credit card as payment?,card_acceptance,supported_cards_and_currencies,0.273659349,0.330808494,exchange_rate_currency,exchange_rate_currency,Within
HDBSCAN,Model Error,areas card is accpeted,card_acceptance,country_support,0.379446685,0.121176619,exchange_rate_currency,exchange_rate_currency,Within
HDBSCAN,Model Error,"My top-up showed as complete, but it's no longer there! What's going on here?",top_up_reverted,pending_top_up,0.648779333,0.37306982,top_up,top_up,Within
HDBSCAN,Mislabel,The app wouldn't accept my top up.,top_up_reverted,top_up_failed,0.973720968,1,top_up,top_up,Within
HDBSCAN,Mislabel,"I believe my money did not go through with my top up, was there a problem on your end?",top_up_reverted,top_up_failed,0.779332876,0,top_up,top_up,Within
HDBSCAN,Mislabel,On my last transaction it seem that my top-up was not successful.,top_up_reverted,top_up_failed,0.949668527,0.707205897,top_up,top_up,Within
HDBSCAN,Model Error,I won't verify my identity.,why_verify_identity,unable_to_verify_identity,0.931832969,0.451527276,identity_verification,identity_verification,Within
HDBSCAN,Mislabel,What other methods are there to verify my identity?,why_verify_identity,verify_my_identity,0.952460825,0.917120972,identity_verification,identity_verification,Within
HDBSCAN,Model Error,What do i need to verify my id?,unable_to_verify_identity,verify_my_identity,0.955170274,1,identity_verification,identity_verification,Within
HDBSCAN,Model Error,Can I top up using my car?,topping_up_by_card,top_up_limits,0.481315374,0.382453209,top_up,top_up,Within
HDBSCAN,Mislabel,"I followed the instructions to transfer money using my card, but then the money disappeared and I don't know what happened.",topping_up_by_card,top_up_reverted,0.559968889,0.986272402,top_up,top_up,Within
HDBSCAN,Model Error,how can i top up?,topping_up_by_card,top_up_limits,0.917690694,0.453573568,top_up,top_up,Within
HDBSCAN,Mislabel,"I am missing some funds from my account - I tried to transfer them using my credit card number, and it disappeared.",topping_up_by_card,top_up_reverted,0.559717119,0.560517956,top_up,top_up,Within
HDBSCAN,Mislabel,"I did a top-up, but I'm not seeing it in my wallet yet.",topping_up_by_card,pending_top_up,0.335353762,0.470647634,top_up,top_up,Within
HDBSCAN,Mislabel,"i know i entered the right info, but my top up isn't in my balance",topping_up_by_card,pending_top_up,0.619045913,0.611758486,top_up,top_up,Within
HDBSCAN,Model Error,Why is my money gone right when I attempted to top up,topping_up_by_card,top_up_failed,0.634920955,0.131064539,top_up,top_up,Within
HDBSCAN,Mislabel,Why can't I see the top-up amount I just added to my account?,topping_up_by_card,pending_top_up,0.956881642,0.724911473,top_up,top_up,Within
HDBSCAN,Model Error,What is the maximum number of transactions I can make with one card?,disposable_card_limits,getting_spare_card,0.949462473,0.638673037,virtual_disposable_cards,virtual_disposable_cards,Within
HDBSCAN,Model Error,How can I create many temporary cards daily?,disposable_card_limits,getting_spare_card,0.929332554,1,virtual_disposable_cards,virtual_disposable_cards,Within
HDBSCAN,Model Error,Are there any hindrances to using a disposable virtual card?,disposable_card_limits,get_disposable_virtual_card,0.664745033,0.407234899,virtual_disposable_cards,virtual_disposable_cards,Within
HDBSCAN,Model Error,How many virtual cards do I get?,disposable_card_limits,getting_virtual_card,0.9509027,0.670879409,virtual_disposable_cards,virtual_disposable_cards,Within
HDBSCAN,Model Error,What can I use a virtual disposable card for?,disposable_card_limits,get_disposable_virtual_card,0.929357231,1,virtual_disposable_cards,virtual_disposable_cards,Within
HDBSCAN,Model Error,"If I feel someone has my card information, can I get a new card?",compromised_card,order_physical_card,0.387075603,0.669053196,new_card,new_card,Within
HDBSCAN,Model Error,Is there places where I can't withdraw money?,atm_support,declined_cash_withdrawal,0.895834267,1,atm_cash_withdrawal,atm_cash_withdrawal,Within
HDBSCAN,Vague,There is a transaction from my account that I don't recognize can you trace back the information so I can make sure it's something I did or not?,direct_debit_payment_not_recognised,card_payment_not_recognised,0.503256977,0.551541026,card_payment,card_payment,Within
HDBSCAN,Model Error,I was charged on my account that shouldn't be there.,direct_debit_payment_not_recognised,card_payment_fee_charged,0.292236865,0.119267108,card_payment,card_payment,Within
HDBSCAN,Vague,Why was I unable to do a transfer?,declined_transfer,failed_transfer,0.939891815,0.920401407,transfers,transfers,Within
HDBSCAN,Model Error,Trouble transferring transaction contact for help,declined_transfer,beneficiary_not_allowed,0.696713984,0.460320851,transfers,transfers,Within
HDBSCAN,Vague,I can't transfer money from my account.,declined_transfer,failed_transfer,0.92861712,0.556648396,transfers,transfers,Within
HDBSCAN,Model Error,Why doesn't a return show up im my account from a purchase I made?,Refund_not_showing_up,request_refund,0.602431297,0.338543474,transactions,transactions,Within
HDBSCAN,Model Error,"I transferred money yesterday, but it still isn't available?",pending_transfer,transfer_not_received_by_recipient,0.550403118,0.164434426,transfers,transfers,Within
HDBSCAN,Model Error,How long do transfer pend for?,pending_transfer,transfer_timing,0.443381429,0.243000642,transfers,transfers,Within
HDBSCAN,Model Error,When will the transfer go through?,pending_transfer,transfer_not_received_by_recipient,0.702911735,0.177600711,transfers,transfers,Within
HDBSCAN,Model Error,When will my transfer go through?,pending_transfer,failed_transfer,0.590756357,0.714009078,transfers,transfers,Within
HDBSCAN,Mislabel,Someone transferred money to me and it doesn't show,pending_transfer,transfer_not_received_by_recipient,0.540055454,0.194905645,transfers,transfers,Within
HDBSCAN,Model Error,How long can I expect a transfer to pend for?,pending_transfer,transfer_timing,0.720274806,0.156082005,transfers,transfers,Within
HDBSCAN,Model Error,I was retrieving money and my card wouldn't remove.,card_swallowed,declined_cash_withdrawal,0.660469651,0.593742732,atm_cash_withdrawal,atm_cash_withdrawal,Within
HDBSCAN,Model Error,My ATM got stuck and I'm not sure what to do.,card_swallowed,declined_cash_withdrawal,0.810369492,0.505355467,atm_cash_withdrawal,atm_cash_withdrawal,Within
HDBSCAN,Model Error,I was taking out funds and was unable to regain my card.,card_swallowed,declined_cash_withdrawal,0.365199268,0.443834018,atm_cash_withdrawal,atm_cash_withdrawal,Within
HDBSCAN,Model Error,What should I do with my atm that got stuck?,card_swallowed,declined_cash_withdrawal,0.460230678,0.533180323,atm_cash_withdrawal,atm_cash_withdrawal,Within
