train_text,true_label,predicted_label,max_score,correct
I haven't received my card.,card_arrival,card_arrival,0.9790311455726624,1
Is it possible for me to track the card is was mailed to me?,card_arrival,card_arrival,0.981631875038147,1
When will my new card be delivered?,card_arrival,card_arrival,0.9806157946586609,1
I was issued a card about a week ago. why hasn't it come in yet?,card_arrival,card_arrival,0.9781076312065125,1
Can you please tell me where my card is? I ordered it 2 weeks ago!,card_arrival,card_arrival,0.978584349155426,1
I still haven't received my card in the mail,card_arrival,card_arrival,0.9813764691352844,1
I'm still waiting for my card that was issued a week ago. What should I do?,card_arrival,card_arrival,0.9789158701896667,1
I still haven't gotten my new card.  When will it get here?,card_arrival,card_arrival,0.9812094569206238,1
Do you have a tracking number for the card I was sent?,card_arrival,card_arrival,0.9800941348075867,1
How do I track the card you sent to me?,card_arrival,card_arrival,0.9819259643554688,1
Is my new bank card on the way and is there a way to track it?,card_arrival,card_arrival,0.9765205979347229,1
Could you send me and up date on the arrival of my card?,card_arrival,card_arrival,0.9782965183258057,1
How long does it take to recieve my new card?,card_arrival,card_arrival,0.9778138399124146,1
My card has not come in the mail yet.,card_arrival,card_arrival,0.9815272688865662,1
What's the card you sent me's tracking number?,card_arrival,card_arrival,0.9800766110420227,1
i havent got my card,card_arrival,card_arrival,0.9720779657363892,1
Why hasn't my card arrived yet?,card_arrival,card_arrival,0.9729737639427185,1
I thought I would have received my new card at this point.,card_arrival,card_arrival,0.9765437841415405,1
How long until my new card gets here?,card_arrival,card_arrival,0.9756702780723572,1
How much longer until I get my new card?,card_arrival,card_arrival,0.9802533388137817,1
Am I able to track a card that has already been sent?,card_arrival,card_arrival,0.9815100431442261,1
Is it possible to track the card you sent me?,card_arrival,card_arrival,0.9819743037223816,1
How long will it be to get this new card?,card_arrival,card_arrival,0.9807778000831604,1
how can i track card you sent,card_arrival,card_arrival,0.9793714284896851,1
Can the card was sen to me be tracked?,card_arrival,card_arrival,0.9789414405822754,1
why have i not got my new card?,card_arrival,card_arrival,0.9793102145195007,1
I need to track the card sent to me.,card_arrival,card_arrival,0.9813619256019592,1
"It's been two weeks and I haven't gotten my card, what do I do?",card_arrival,card_arrival,0.9775466322898865,1
I was expecting my new card by now.,card_arrival,card_arrival,0.9783706665039062,1
Where is the tracking number for the card?,card_arrival,card_arrival,0.9770863652229309,1
I was issued a new card a week ago but still haven't received it. How long will it be until I receive it?,card_arrival,card_arrival,0.9812028408050537,1
Can I track the card that you sent me in the mail?,card_arrival,card_arrival,0.9814850091934204,1
Can you tell me if I can track the card you sent me?,card_arrival,card_arrival,0.9827011227607727,1
Why have I not gotten my new card?,card_arrival,card_arrival,0.978996753692627,1
I'm still waiting on my new card to be delivered!,card_arrival,card_arrival,0.9804374575614929,1
My new card isn't here and it was issued a week ago.,card_arrival,card_arrival,0.9799317717552185,1
"I was supposed to receive my new card by now, but it hasn't came in.",card_arrival,card_arrival,0.9797102212905884,1
Is a tracking number available for the card that was just sent?,card_arrival,card_arrival,0.979221761226654,1
Why haven't I gotten my new card?,card_arrival,card_arrival,0.9789491891860962,1
Was there a number to track that I could get?,card_arrival,card_arrival,0.9733635783195496,1
How much longer is it going to take to get my new card?,card_arrival,card_arrival,0.9802879095077515,1
I haven't gotten my credit card in the mail.,card_arrival,card_arrival,0.9766653776168823,1
My card hasn't arrived yet. What do I do?,card_arrival,card_arrival,0.979601263999939,1
"My card still hasn't arrived after two weeks, now what?",card_arrival,card_arrival,0.9810747504234314,1
My card appears to have never arrived?,card_arrival,card_arrival,0.9770375490188599,1
My card never arrived.,card_arrival,card_arrival,0.9803383350372314,1
My card has been found. Is there any way for me to put it back into the app?,card_linking,card_linking,0.9818522930145264,1
I was able to find my card. How to I go about putting it into my app?,card_linking,card_linking,0.9821637868881226,1
how do I get my card to show in the app?,card_linking,card_linking,0.9828406572341919,1
I just got my card.  It's not linked yet--how do I do that?,card_linking,card_linking,0.9825195074081421,1
"lost card found, want to put it back in app",card_linking,card_linking,0.9830318689346313,1
"I just got a card, how can I add it to the app?",card_linking,card_linking,0.980743944644928,1
Is there any way to see my card in the app?,card_linking,card_linking,0.9827476143836975,1
If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it?,card_linking,card_linking,0.9798294305801392,1
I found my card. How can I put it into my app?,card_linking,card_linking,0.9815446138381958,1
How do I make my card show up in the app?,card_linking,card_linking,0.9827836751937866,1
Can you show me where to link the new card?,card_linking,card_linking,0.9823728203773499,1
I found my old card. Can I link it back into the app?,card_linking,card_linking,0.9820599555969238,1
"Show me how to link the new card,",card_linking,card_linking,0.9824839234352112,1
How do I add an existing card to the app?,card_linking,card_linking,0.9811299443244934,1
I finally got my card.  Now I want to link it.  Is that something you have to do or can I do that?,card_linking,card_linking,0.9834164381027222,1
How do I link one of your card that I already have?,card_linking,card_linking,0.9816857576370239,1
If I have a physical card can I link it?,card_linking,card_linking,0.9769597053527832,1
I found my lost card in my jacket pocket this morning so I'd like to reactivate it please.,card_linking,card_linking,0.9817811250686646,1
Can I add a card that I just found (again) to the app?,card_linking,card_linking,0.9814744591712952,1
How can I make my card show up in the app?,card_linking,card_linking,0.9821158647537231,1
"I would like to re-activate my card, it was previously reported  lost but I found it this morning.",card_linking,card_linking,0.9813956618309021,1
"Okay, I found my card, can I put it back in the app?",card_linking,card_linking,0.9808350205421448,1
Can I reactivate a card?,card_linking,card_linking,0.9799321293830872,1
I would like to reactivate a card and wondered if that could be done?,card_linking,card_linking,0.9824355244636536,1
"I got my card now, how do I make it show up in the app?",card_linking,card_linking,0.9827993512153625,1
How do I link an existing card?,card_linking,card_linking,0.9814754724502563,1
How do I link a new card in the app?,card_linking,card_linking,0.9819709062576294,1
"The card I thought was lost was just in my jacket, so can I reactivate it since I found it this morning?",card_linking,card_linking,0.9815736413002014,1
I already have a card and want to link it,card_linking,card_linking,0.9831635355949402,1
Can you please reactivate my card?,card_linking,card_linking,0.9814600944519043,1
Where do I go to add a new card?,card_linking,card_linking,0.9764373898506165,1
I want my card I just received to show up in the app. How do I do that?,card_linking,card_linking,0.9796033501625061,1
"I received my card, how do I get it to show in the app?",card_linking,card_linking,0.9821667671203613,1
If I have a credit card with you how I get set up to link to it?,card_linking,card_linking,0.9347689151763916,1
How do I add my new card?,card_linking,card_linking,0.9812213182449341,1
"I want to reactivate my card, I thought I had lost it but found it again this morning.",card_linking,card_linking,0.9830902814865112,1
"I need a card reactivation, I had reported my card lost but I ran across it in my jacket.",card_linking,card_linking,0.9820894002914429,1
My card is no longer lost. How do I enter it back into the app?,card_linking,card_linking,0.9817154407501221,1
"I want to reactivate my card, I thought I had lost it but found it again in my jacket.",card_linking,card_linking,0.9819803237915039,1
"May I reactivate my card? I previously reported it lost, but have now found it safe and sound.",card_linking,card_linking,0.9818799495697021,1
How do I reactivate a card I thought I lost?,card_linking,card_linking,0.9825561046600342,1
Help me figure out how to link the new card.,card_linking,card_linking,0.9828628897666931,1
I found my lost card. Am I still able to use it?,card_linking,card_linking,0.9720726609230042,1
Will I need a new card or can I put my old card back into the app?,card_linking,card_linking,0.9810875058174133,1
Is there a way to link the card i just got?,card_linking,card_linking,0.9818052649497986,1
How do I add a new card?,card_linking,card_linking,0.9759019017219543,1
"I want to reactivate my card, I found it after thinking it was lost.",card_linking,card_linking,0.9832186102867126,1
Can I put my old card back in the app?,card_linking,card_linking,0.9824293851852417,1
"I got a new card, how do I link it?",card_linking,card_linking,0.9823668003082275,1
I found the card I thought I lost this morning. Can I reactivate this card?,card_linking,card_linking,0.9801409840583801,1
How do i go about linking a new card?,card_linking,card_linking,0.982424795627594,1
how do i get the card linked,card_linking,card_linking,0.9821778535842896,1
"I have one of your cards, but I don't know how to link it.",card_linking,card_linking,0.9830302596092224,1
how do I link an old card?,card_linking,card_linking,0.9820564389228821,1
I received my card. How do I link it to the app?,card_linking,card_linking,0.9834891557693481,1
"Now that I have my card, how do I connect it to the app?",card_linking,card_linking,0.9832825064659119,1
How do I add the card I just received to show up in the app?,card_linking,card_linking,0.9812170267105103,1
"I want to reactivate my card, I thought I had lost it but I found it.",card_linking,card_linking,0.9832478761672974,1
What do I need to do to link my new card for my account?,card_linking,card_linking,0.9822220206260681,1
Can I add a card to back into the app?,card_linking,card_linking,0.98163902759552,1
I want to link my new card. Can you help?,card_linking,card_linking,0.9828733801841736,1
What is the process to link the new card?,card_linking,card_linking,0.9819391369819641,1
"I found my card, am I able to put it back into the app?",card_linking,card_linking,0.9807871580123901,1
"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?",card_linking,card_linking,0.9613267183303833,1
Where can I link a new card?,card_linking,card_linking,0.9821116924285889,1
How do I add a card on to the app?,card_linking,card_linking,0.9781826734542847,1
"I found my card in my jacket this morning, so can I reactivate it?",card_linking,card_linking,0.9814064502716064,1
"I've obtained the card, how do I enable it on the app?",card_linking,card_linking,0.9642361998558044,1
I need to find the card I received in the app.,card_linking,card_linking,0.9820654988288879,1
How do I get my card on the app?,card_linking,card_linking,0.9836521148681641,1
"In the app, how can I make it show the new card that arrived?",card_linking,card_linking,0.5549295544624329,1
How do I link my new card?,card_linking,card_linking,0.9828726649284363,1
Can I activate a card in the app?,card_linking,card_linking,0.9710120558738708,1
"I want to link to my card card with you, how?",card_linking,card_linking,0.9828876256942749,1
I would like to link my card to my account.,card_linking,card_linking,0.9823246002197266,1
"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card.",card_linking,card_linking,0.9800543785095215,1
How can I link the new card?,card_linking,card_linking,0.9823254942893982,1
I got a new card and can't find where to link it.,card_linking,card_linking,0.9834290146827698,1
"Hey, I have my card, how do I get it to show in the app?",card_linking,card_linking,0.9821872711181641,1
Where in the app do I go to make my new card show up?,card_linking,card_linking,0.9820019006729126,1
Where do I scan my card?,card_linking,card_linking,0.9580546021461487,1
Can I reactivate my card? I reported it lost and found it this morning in my jacket.,card_linking,card_linking,0.9822435975074768,1
Can I link my card I previously received?,card_linking,card_linking,0.9822012782096863,1
"I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning.",card_linking,card_linking,0.9822487831115723,1
"I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat.",card_linking,card_linking,0.9783456921577454,1
You sent me a card and now I want to link it.,card_linking,card_linking,0.9833217859268188,1
How do I add my new card to the app?,card_linking,card_linking,0.9818257093429565,1
Can I add a card back to the app?,card_linking,card_linking,0.9824061393737793,1
What if I want to add a card I already have to the app?,card_linking,card_linking,0.9803361296653748,1
"I recently reported my card as missing/lost, and I just found it. Can I still use it?",card_linking,card_linking,0.9784234166145325,1
"Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket.",card_linking,card_linking,0.9830333590507507,1
Is there a way to link cards if I have one of yours?,card_linking,card_linking,0.9795734882354736,1
If my card was lost or stolen can I re-link it?,card_linking,card_linking,0.9820542335510254,1
How do I link a new card to an existing one?,card_linking,card_linking,0.9820278882980347,1
How do I link a new payment card?,card_linking,card_linking,0.976898193359375,1
I would like to reactivate my card that I previously reported lost. I located the card this morning.,card_linking,card_linking,0.982337474822998,1
"Card has been received, how will it show up on the app?",card_linking,card_linking,0.9831432700157166,1
Can I re-link a lost card with the app?,card_linking,card_linking,0.9821435809135437,1
What do I do to link my new card?,card_linking,card_linking,0.9826587438583374,1
Is it possible to link a new card?,card_linking,card_linking,0.9823686480522156,1
I deactivated my card but would like to reactivate it.,card_linking,card_linking,0.9827753901481628,1
"I found my card that I thought I had lost, I need to reactive it, please help.",card_linking,card_linking,0.9766338467597961,1
can I link a card of yours I already have?,card_linking,card_linking,0.9814119935035706,1
Can I put my found card back into the app on my phone?,card_linking,card_linking,0.9825092554092407,1
"My card arrived but I need to make it work in the app, how do I do that?",card_linking,card_linking,0.9832864999771118,1
"I found the card that I thought I lost, and I would like to reactivate it.",card_linking,card_linking,0.9802742004394531,1
I found my card again. Can I put it back into the app?,card_linking,card_linking,0.9815992712974548,1
I need some help linking my new card.,card_linking,card_linking,0.9827587008476257,1
help me link my card,card_linking,card_linking,0.9822993874549866,1
How do I link my card in the app.,card_linking,card_linking,0.9823204278945923,1
How do I get my card into the app?,card_linking,card_linking,0.9825817346572876,1
I found my card! Can I link it back into the app?,card_linking,card_linking,0.9817511439323425,1
How do I reactivate my card?,card_linking,card_linking,0.9823399782180786,1
Where do I go to get my new card linked?,card_linking,card_linking,0.9816803932189941,1
"I thought I lost my card but I found it today, so I would like to reactivate it.",card_linking,card_linking,0.9821633696556091,1
How do I link the new card that I just got from you guys?,card_linking,card_linking,0.9819597005844116,1
How can I add a new card?,card_linking,card_linking,0.9719693660736084,1
Can you tell me how to get my card on the app?,card_linking,card_linking,0.9834858179092407,1
Is it possible to reactivate the card I thought I lost but found this morning in my jacket?,card_linking,card_linking,0.982459545135498,1
How do I make my card appear on the app?,card_linking,card_linking,0.982848048210144,1
How do I link the new card?,card_linking,card_linking,0.9826658964157104,1
Where in the app do I link a new card?,card_linking,card_linking,0.9831123948097229,1
How do I add my card to the app once I get it?,card_linking,card_linking,0.9835475087165833,1
Can I link your physical card,card_linking,card_linking,0.9772011041641235,1
How do I activate and link my new card?,card_linking,card_linking,0.9821826815605164,1
"I got a card, how do I get it in the app?",card_linking,card_linking,0.9816128015518188,1
I received my new card.  Where is it in the app?,card_linking,card_linking,0.9814397692680359,1
"I found my card, how can I use it again?",card_linking,card_linking,0.9727856516838074,1
"I just received a new card, where do I go to link it to my account?",card_linking,card_linking,0.9820594191551208,1
"found card, how to put it back in app",card_linking,card_linking,0.9813969135284424,1
How do I see my card in the app?,card_linking,card_linking,0.9824116826057434,1
"The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?",card_linking,card_linking,0.981687605381012,1
I don't see my card anywhere in the app.,card_linking,card_linking,0.9827654957771301,1
"I received my card, how do I get it to work in the app?",card_linking,card_linking,0.980471134185791,1
What do I do if I already had a card with you guys?,card_linking,card_linking,0.9680551290512085,1
if i found a lost card can i put it back in app,card_linking,card_linking,0.9829593896865845,1
I have a card that was deactivated can I reactivate it?,card_linking,card_linking,0.9806797504425049,1
"My new card isn't in my app, how do I get it in there?",card_linking,card_linking,0.9800413250923157,1
Help me access the card I already got so I can information from it.,card_linking,card_linking,0.9709741473197937,1
What is my money worth in other countries?,exchange_rate,exchange_rate,0.9527126550674438,1
Will my money be of equal value when I travel abroad?,exchange_rate,exchange_rate,0.952386736869812,1
Do you know the rate of exchange?,exchange_rate,exchange_rate,0.9746145606040955,1
What foreign exchange rate will I get on weekdays and on the weekends?,exchange_rate,exchange_rate,0.9719478487968445,1
What is the exchange looking like?,exchange_rate,exchange_rate,0.9703553915023804,1
How is the exchange rate doing?,exchange_rate,exchange_rate,0.9733315110206604,1
I would like to know how exchange rates are calculated when transferring funds.,exchange_rate,exchange_rate,0.966813862323761,1
I would like to know what exchange rates you use?,exchange_rate,exchange_rate,0.9741166234016418,1
"If I need to cash foreign transfers, how does that work?",exchange_rate,exchange_rate,0.84828782081604,1
Do you know what your exchange rates are?,exchange_rate,exchange_rate,0.9742484092712402,1
How do I know what exchange rate I will get?,exchange_rate,exchange_rate,0.9709447026252747,1
What are you exchange rates?,exchange_rate,exchange_rate,0.9737980365753174,1
Do you have the best exchange rate?,exchange_rate,exchange_rate,0.9664910435676575,1
Where can I find your exchange rates?,exchange_rate,exchange_rate,0.972355842590332,1
Your exchange rates come from where?,exchange_rate,exchange_rate,0.9740851521492004,1
I need to know what your exchange rates are.,exchange_rate,exchange_rate,0.9728506207466125,1
What's the process for exchanges?,exchange_rate,exchange_rate,0.6874086856842041,1
What do you think of the exchange rate?,exchange_rate,exchange_rate,0.9741073250770569,1
How are exchange rates calculated at this bank?,exchange_rate,exchange_rate,0.9750756621360779,1
What do you use to figure out the exchange rate for the card?,exchange_rate,exchange_rate,0.9615710973739624,1
What's the foreign exchange rate I will receive?,exchange_rate,exchange_rate,0.9709883332252502,1
I need to know what foreign exchange rate I can get.,exchange_rate,exchange_rate,0.9719052910804749,1
What are the current exchange rates?,exchange_rate,exchange_rate,0.9736765623092651,1
What exchange rate will I receive?,exchange_rate,exchange_rate,0.9700321555137634,1
What is the basis of your exchange rates?,exchange_rate,exchange_rate,0.9753457903862,1
How's the exchange rate?,exchange_rate,exchange_rate,0.9732716679573059,1
How do you determine your exchange rates?,exchange_rate,exchange_rate,0.9729799628257751,1
How do the foreign exchange rates work?,exchange_rate,exchange_rate,0.9739245772361755,1
Where are you getting your exchange rates from?,exchange_rate,exchange_rate,0.9732882380485535,1
How is the exchange rate calculated?,exchange_rate,exchange_rate,0.9730650782585144,1
I'm interested in what your exchange rates are based on.,exchange_rate,exchange_rate,0.9738485813140869,1
How do you decide what the exchange rates are?,exchange_rate,exchange_rate,0.9733045101165771,1
What is the current exchange rate?,exchange_rate,exchange_rate,0.9735891819000244,1
What is the formula for your exchange rate?,exchange_rate,exchange_rate,0.9748575091362,1
What method do you use for the exchange rate?,exchange_rate,exchange_rate,0.9745306968688965,1
What are Interbanks current exchange rates?,exchange_rate,exchange_rate,0.9743033051490784,1
from where are coming your exchange rates?,exchange_rate,exchange_rate,0.9745547771453857,1
How do you calculate exchange rates?,exchange_rate,exchange_rate,0.9732341766357422,1
Why is your exchange rate different on different days?,exchange_rate,exchange_rate,0.9533339142799377,1
Where can I find the exchange rate for my transfer?,exchange_rate,exchange_rate,0.9600529670715332,1
Where can I get your exchange rates from?,exchange_rate,exchange_rate,0.9715420603752136,1
How do you find the exchange rate?,exchange_rate,exchange_rate,0.9728676676750183,1
How are exchange rates determined?,exchange_rate,exchange_rate,0.9731317758560181,1
What value can I get for my currency?,exchange_rate,exchange_charge,0.30936264991760254,0
Please explain your exchange rate policy.,exchange_rate,exchange_rate,0.9711430072784424,1
What are your exchange rates calculated from?,exchange_rate,exchange_rate,0.9749550819396973,1
What is an exchange rate?,exchange_rate,exchange_rate,0.9741714596748352,1
What is your opinion on the exchange rate?,exchange_rate,exchange_rate,0.974025547504425,1
What are the exchange rates you assign?,exchange_rate,exchange_rate,0.9764702916145325,1
How do you determine exchange rates?,exchange_rate,exchange_rate,0.9730401039123535,1
How are your exchange rates calculated?,exchange_rate,exchange_rate,0.973423421382904,1
How is an exchange rate calculated?,exchange_rate,exchange_rate,0.9739168882369995,1
"When exchanging, how much are the rates?",exchange_rate,exchange_rate,0.9159619808197021,1
What is the exchange rate for EUR?,exchange_rate,fiat_currency_support,0.9450475573539734,0
How can I find your exchange rates?,exchange_rate,exchange_rate,0.9723795056343079,1
Could you please tell me your exchange rates?,exchange_rate,exchange_rate,0.9747605323791504,1
Is there an exchange rate?,exchange_rate,exchange_rate,0.9704397320747375,1
How does the exchange rate work?,exchange_rate,exchange_rate,0.9715696573257446,1
What is the present state of the exchange rate?,exchange_rate,exchange_rate,0.9603347778320312,1
How are foreign exchange rates determined?,exchange_rate,exchange_rate,0.973689079284668,1
How's the exchange rate looking right now?,exchange_rate,exchange_rate,0.9706043004989624,1
Please explain the exchange rates.,exchange_rate,exchange_rate,0.9739764928817749,1
What is the foreign exchange rate you will apply?,exchange_rate,exchange_rate,0.9759790301322937,1
explain the interbank exchange rate,exchange_rate,exchange_rate,0.6191704273223877,1
What will my exchange rate be?,exchange_rate,exchange_rate,0.974025547504425,1
how do you get exchange rates,exchange_rate,exchange_rate,0.9655289053916931,1
What exchange rates do you use?,exchange_rate,exchange_rate,0.9741213321685791,1
