utterance,assigned_label,predicted_label,predicted_confidence,cluster_label,cluster_confidence,confidence_difference
Where do I link the new card?,card_linking,card_linking,0.9828925132751465,card_linking,0.6793789403604058,0.3035135729147407
"I have received my card, can you help me put it in the app?",card_linking,card_linking,0.9821281433105469,card_linking,0.6434741046593121,0.3386540386512348
How do I link a card that I already have?,card_linking,card_linking,0.982339084,card_linking,0.688560602,0.29377848237049997
"I received my new card, but I don't see it in the app anywhere.  What do I do?",card_linking,card_linking,0.981767476,card_linking,0.7703978379250519,0.2113696376799591
How do I re-add a card to the app?,card_linking,card_linking,0.9816223382949829,card_linking,0.7712191761070307,0.2104031621879522
How do I add the card to my account?,card_linking,card_linking,0.9465956687927246,card_linking,0.5690465897377109,0.37754907905501367
Can I put my old card back into the system? I just found it/,card_linking,card_linking,0.9733976125717163,card_linking,0.7301577274845136,0.24323988508720273
"I have one of your cards already, how do I link it?",card_linking,card_linking,0.9820777773857117,card_linking,0.7734849965058194,0.2085927808798923
How do I link a new card?,card_linking,card_linking,0.9827380776405334,card_linking,0.6898709265637448,0.2928671510767886
Can I link an existing card?,card_linking,card_linking,0.9814496040344238,card_linking,0.7569668587808734,0.2244827452535504
How do I link one your card if I have one already?,card_linking,card_linking,0.9821641445159912,card_linking,0.6783948244797362,0.30376932
How do I add a card to the app?,card_linking,card_linking,0.9780001044273376,card_linking,0.7074861812858697,0.27051392314146794
Can I link my new card?,card_linking,card_linking,0.9826143383979797,card_linking,0.6522948088888848,0.33031952950909493
"Hello, I found the card I misplaced and I need to reactive it, how do I do that?",card_linking,card_linking,0.9785004258155823,card_linking,0.7089520728560624,0.26954835295951984
Can you tell me how to link one of your cards that I already have?,card_linking,card_linking,0.9815296530723572,card_linking,0.7584435429852592,0.22308611
How do I view the card I received in the app?,card_linking,card_linking,0.9769755601882935,card_linking,0.7527329375070458,0.22424262268124762
Where on the website do I go to link my card?,card_linking,card_linking,0.9812321066856384,card_linking,0.6200502430297145,0.361181864
"I found my card, can I add it to the app?",card_linking,card_linking,0.9806201457977295,card_linking,0.6126429927123183,0.36797715308541123
How do I link to my credit card with you?,card_linking,card_linking,0.8874981999397278,card_linking,0.4447662192418733,0.44273198069785447
I've received my card so now I need to know how to sync it to the app.,card_linking,card_linking,0.9283026456832886,card_linking,0.47559937136526387,0.4527032743180247
"I found my card, I would like to reactivate it.",card_linking,card_linking,0.981897771,card_linking,0.6717496678727316,0.3101481034857584
How do I link this new card?,card_linking,card_linking,0.9809306263923645,card_linking,0.6564983370447398,0.3244322893476247
Can I reactivate my lost card that I found this morning in my jacket pocket?,card_linking,card_linking,0.9825555086135864,card_linking,0.6933657090888385,0.2891897995247479
how do I link an already existing card?,card_linking,card_linking,0.9816515445709229,card_linking,0.8049439885761609,0.17670755599476196
The app doesn't show the card I received.,card_linking,card_linking,0.5351901650428772,lost_or_stolen_card,0.36087050442380303,0.17431966061907417
how do I link a card I already have?,card_linking,card_linking,0.9823405742645264,card_linking,0.6567453183178271,0.32559525594669925
I would like to link my card. How do I do it?,card_linking,card_linking,0.9826005101203918,card_linking,0.6478679815131514,0.33473252860724045
Can you please show me where I can find the location to link my card?,card_linking,card_linking,0.9804612994194031,card_linking,0.5967643826003685,0.3836969168190346
Where do I go if I want to link my new card?,card_linking,card_linking,0.9823441505432129,card_linking,0.638282625,0.3440615259641999
Is there a way to make my old card usable with the app?,card_linking,card_linking,0.9600344300270081,card_linking,0.4987789598273139,0.46125547019969415
Can I reactivate a card I thought I lost?,card_linking,card_linking,0.9825056791305542,card_linking,0.7066362262334284,0.27586945289712583
How do I link my card,card_linking,card_linking,0.9827525615692139,card_linking,0.637957961,0.3447946001150849
Where do I need to go in the app to enter my card info?,card_linking,card_linking,0.9694015979766846,card_linking,0.6338182219651234,0.3355833760115612
I have found my lost or stolen card. Is there a way I can link the card with my account through my app again?,card_linking,card_linking,0.9754356145858765,card_linking,0.5694933423561084,0.4059422722297681
"Could you help me reactivate my card? It was previously lost, but I found it this morning in my jacket.",card_linking,card_linking,0.9832932949066162,card_linking,0.7429971600345198,0.24029613487209645
"I already have one of your cards, how do I link them?",card_linking,card_linking,0.9814770817756653,card_linking,0.7558650710217173,0.225612011
How do I link my replacement card?,card_linking,card_linking,0.9799041748046875,card_linking,0.6254759340481932,0.35442824075649426
Can I link another card to my account?,card_linking,card_linking,0.9467416405677795,card_linking,0.5361246695972157,0.4106169709705638
I need to know your exchange rates.,exchange_rate,exchange_rate,0.972851574,exchange_rate,0.9217483133778176,0.051103261
What exchange rates do you offer?,exchange_rate,exchange_rate,0.9728534817695618,exchange_rate,0.8843050025470829,0.088548479
How did you come up with your exchange rates?,exchange_rate,exchange_rate,0.9739079475402832,exchange_rate,0.8950765983547972,0.078831349
Where do you guys acquire your exchange rate?,exchange_rate,exchange_rate,0.973193884,exchange_rate,0.9281595039147339,0.04503438
How do I find the exchange rate?,exchange_rate,exchange_rate,0.972585142,exchange_rate,0.9368488123573059,0.035736329
What are your international exchange rates?,exchange_rate,exchange_rate,0.9753995537757874,exchange_rate,0.9215832949378527,0.053816258837934616
How often do your exchange rates change,exchange_rate,exchange_rate,0.95943284,exchange_rate,0.6633096137199953,0.29612322662729473
Please advise what is the exchange rate,exchange_rate,exchange_rate,0.9678827524185181,exchange_rate,0.7451993353416297,0.22268341707688832
How are exchange rates calculated?,exchange_rate,exchange_rate,0.9734902381896973,exchange_rate,0.9225607174015299,0.050929521
what are exchange rates based on,exchange_rate,exchange_rate,0.9712329506874084,exchange_rate,0.8001668374671751,0.17106611322023335
what are exchange rates,exchange_rate,exchange_rate,0.9679425358772278,exchange_rate,0.8492178537783176,0.11872468209891018
What are the most current exchange rates?,exchange_rate,exchange_rate,0.9724308848381042,exchange_rate,0.8868053131626811,0.085625572
Can you explain your exchange rate policy to me?,exchange_rate,exchange_rate,0.9710794687271118,exchange_rate,0.8060448212267025,0.1650346475004093
Is it a good time to exchange?,exchange_rate,exchange_via_app,0.8883017897605896,exchange_via_app,0.6262674156247899,0.26203437413579966
What is the exchange rate like on this app?,exchange_rate,exchange_rate,0.9689939618110657,exchange_rate,0.8860964758794344,0.082897486
Do you have a list of exchange rates?,exchange_rate,exchange_rate,0.9734451174736023,exchange_rate,0.9277030473008187,0.045742070172783644
Can you tell me where you get your exchange rates?,exchange_rate,exchange_rate,0.9712098836898804,exchange_rate,0.8382657439232263,0.1329441397666541
Will I get a curreng foreign exchange rate?,exchange_rate,exchange_rate,0.7526910305023193,exchange_rate,0.449659094,0.30303193642123233
What currencies is an exchange rate calculated in?,exchange_rate,exchange_rate,0.9738999009132385,exchange_rate,0.8551061942135662,0.11879370669967237
Where do you get your exchange rates from?,exchange_rate,exchange_rate,0.9722751379013062,exchange_rate,0.8974351590828276,0.074839979
What is the base of the exchange rates?,exchange_rate,exchange_rate,0.9740924835205078,exchange_rate,0.9127513892805756,0.061341094
What exchange rate do you use?,exchange_rate,exchange_rate,0.9738079905509949,exchange_rate,0.8418202795362901,0.13198771101470474
The exchange rates are?,exchange_rate,exchange_rate,0.9727029800415039,exchange_rate,0.7980142567472388,0.1746887232942651
What do you base your exchange rates on?,exchange_rate,exchange_rate,0.9747675657272339,exchange_rate,0.9300135710704674,0.044753995
What foreign exchange rate will you use?,exchange_rate,exchange_rate,0.9695677161216736,exchange_rate,0.8214559081503584,0.14811180797131518
How much will I get with the exchange rate?,exchange_rate,exchange_rate,0.747965395,exchange_rate,0.44215741387251767,0.3058079815780744
The exchange rate would be?,exchange_rate,exchange_rate,0.9288356304168701,exchange_rate,0.5392562509747626,0.3895793794421075
What is the exchange rate like?,exchange_rate,exchange_rate,0.9745566844940186,exchange_rate,0.914920512,0.059636172
How do your exchange rates work?,exchange_rate,exchange_rate,0.974026084,exchange_rate,0.9191997433681519,0.054826340578076116
what is the exchange rate?,exchange_rate,exchange_rate,0.9738172888755798,exchange_rate,0.853552295,0.12026499340866781
Where did your guys exchange rates come from?,exchange_rate,exchange_rate,0.9725358486175537,exchange_rate,0.8949840262312708,0.077551822
How are you determining your exchange rates?,exchange_rate,exchange_rate,0.9725427031517029,exchange_rate,0.9229242929500447,0.049618410201658136
I'm trying to figure out the current exchange rate.,exchange_rate,exchange_rate,0.9714447259902954,exchange_rate,0.8307945877188899,0.1406501382714055
From where are you getting your exchange rates?,exchange_rate,exchange_rate,0.9729687571525574,exchange_rate,0.8593666114765246,0.11360214567603277
Can you tell me the foreign exchange rate?,exchange_rate,exchange_rate,0.9748493432998657,exchange_rate,0.912410688,0.062438656
why do your exchange rates change,exchange_rate,exchange_rate,0.8027772307395935,exchange_rate,0.4929627588239141,0.3098144719156794
What kind of foreign exchange rate will I get when I exchange my money?,exchange_rate,exchange_rate,0.968865693,exchange_rate,0.6908111452500177,0.2780545473654913
What is my foreign exchange rate?,exchange_rate,exchange_rate,0.9754374623298645,exchange_rate,0.8563616229137141,0.11907583941615041
when does the rate get determined,exchange_rate,exchange_rate,0.9532430171966553,exchange_rate,0.6527225607168508,0.3005204564798045
What is the current exchange rate for me?,exchange_rate,exchange_rate,0.9693748354911804,exchange_rate,0.6944610132249188,0.2749138222662616
I purchased something in a foreign currency but the rate applied is wrong,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9810305833816528,card_payment_wrong_exchange_rate,0.885088977,0.095941607
I made a currency exchange and think I was charged more than I should of been.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9665594696998596,card_payment_wrong_exchange_rate,0.7754046025979635,0.1911548671018961
the card payment exchange rate is wrong,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9721729159355164,card_payment_wrong_exchange_rate,0.8343910822013679,0.13778183373414843
The exchange rate was wrong when I bought something outside the country.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9340543150901794,card_payment_wrong_exchange_rate,0.6181313110772108,0.3159230040129687
The exchange rate on my purchase is wrong.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9802210330963135,card_payment_wrong_exchange_rate,0.8787951830758561,0.10142585002045734
This rate is too low. Are you sure your using the right exchange rate.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.5660337209701538,card_payment_wrong_exchange_rate,0.4448875323823682,0.12114618858778559
"I bought something, but the exchange rate looks wrong.",card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9801801443099976,card_payment_wrong_exchange_rate,0.8751238045907561,0.10505633971924144
The rate applied to my foreign purchase was incorrect,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9422032833099365,card_payment_wrong_exchange_rate,0.6965301271308312,0.24567315617910535
I bought something in a foreign currency but the rate applied is wrong!,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9814643263816833,card_payment_wrong_exchange_rate,0.8759237252726467,0.10554060110903662
My exchange went wrong. I swapped Russian Ruble for UK pounds and was charged too much.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9761014580726624,card_payment_wrong_exchange_rate,0.9061842994557743,0.069917159
You did not apply the correct exchange rate for an item that I bought.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9828627705574036,card_payment_wrong_exchange_rate,0.8824792670149543,0.10038350354244929
The rate of exchange for my card payment is incorrect,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9674409627914429,card_payment_wrong_exchange_rate,0.8080558521543482,0.1593851106370947
The rate for a currency exchange was wrong when I bought something.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9782122373580933,card_payment_wrong_exchange_rate,0.8666255437847233,0.11158669357336992
Why is the exchange rate wrong when I purchase something abroad?,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9743175506591797,card_payment_wrong_exchange_rate,0.7732696208846646,0.20104792977451513
I bought an item and noticed the exchange rate was not correct.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9832152724266052,card_payment_wrong_exchange_rate,0.8898157122251418,0.09339956
I bought something overseas and the wrong exchange rate is on my statement.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9789952635765076,card_payment_wrong_exchange_rate,0.7530702224925512,0.2259250410839564
The exchange rate for my transaction last Saturday seems to have been wrong I got charged extra.  Please fix.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.8635841012001038,card_payment_wrong_exchange_rate,0.6302759601178775,0.2333081410822263
Why is your exchange rate for my card payment wrong,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9812436699867249,card_payment_wrong_exchange_rate,0.9115704204303886,0.06967325
Why am I being charged more ?,card_payment_wrong_exchange_rate,card_payment_fee_charged,0.9031342267990112,card_payment_fee_charged,0.5867903614125262,0.31634386538648507
I purchased an item and the exchange rate I was given was incorrect.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9807610511779785,card_payment_wrong_exchange_rate,0.8294657689424199,0.15129528223555866
I don't think my card payment exchange rate is correct.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9774343967437744,card_payment_wrong_exchange_rate,0.8946916963918662,0.0827427
"When I made a purchase last Saturday, I was charged extra. Did I receive the right exchange rate?",card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9650053381919861,card_payment_wrong_exchange_rate,0.6301059394879892,0.3348993987039969
They charged me wrong for a currency exchange on a purchase.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9575165510177612,card_payment_wrong_exchange_rate,0.8684037639160551,0.089112787
I believe my card payment exchange rate is incorrect.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9748985171318054,card_payment_wrong_exchange_rate,0.8544035300308057,0.1204949871009997
"Hi, I have been overcharged for my payment last Saturday. I guess exchange rate was wrong.",card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9760328531265259,card_payment_wrong_exchange_rate,0.8960286527835707,0.0800042
The exchange rate seems off on this transaction,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.5154224038124084,card_payment_wrong_exchange_rate,0.5174447483133012,-0.002022345
"The exchange rate given to me wasn't correct, after i purchased an item",card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9814120531082153,card_payment_wrong_exchange_rate,0.8657698652389492,0.11564218786926617
"Hi, I don't think your exchange rate is right. I need you to check the official interbank exchange please.",card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.8928748369216919,card_payment_wrong_exchange_rate,0.46224042171925933,0.43063441520243256
I'm pretty sure something went wrong with my exchange. I changed Russian Ruble to UK pounds and was charged way too much!,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9766198396682739,card_payment_wrong_exchange_rate,0.8661937747071969,0.11042606496107699
I wasn't applied the correct exchange rate for an item I bought,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9831475615501404,card_payment_wrong_exchange_rate,0.8842792782382659,0.098868283
the conversion value for my card payments is incorrect.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.6164082288742065,card_payment_wrong_exchange_rate,0.5522405813228821,0.064167648
The wrong exchange rate was used when I bought something with a foriegn currency.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9790729284286499,card_payment_wrong_exchange_rate,0.8454260989609388,0.13364682946771111
I paid for something in foreign currency but noticed the exchange rate is incorrect.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9290598630905151,card_payment_wrong_exchange_rate,0.6372684517135135,0.2917914113770016
The incorrect rate was used in my foreign purchase,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9552572965621948,card_payment_wrong_exchange_rate,0.6708435100076383,0.2844137865545565
Why was the exchange rate incorrect for an item I recently bought?,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9829877614974976,card_payment_wrong_exchange_rate,0.8811378396024223,0.10184992189507525
Why is my exchange rate wrong for an item I bought?,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9825113415718079,card_payment_wrong_exchange_rate,0.8591894226105892,0.12332191896121869
How can I check the exchange rate applied to my transaction?,card_payment_wrong_exchange_rate,exchange_rate,0.3576214909553528,exchange_rate,0.43507258418328154,-0.077451093
Your exchange rate is totally wrong for my card payment,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9796522259712219,card_payment_wrong_exchange_rate,0.8904704598145028,0.089181766
The wrong rate was applied to an item I bought in a currency different from mine. Can this be changed?,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.9801442623138428,card_payment_wrong_exchange_rate,0.8773383465421967,0.1028059157716461
I go the wrong exchange rate applied to my purchase in a foreign country.,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,0.980387807,card_payment_wrong_exchange_rate,0.8479725285370565,0.1324152783553385
My statement has a dollar I have been charged showing up on it.,extra_charge_on_statement,extra_charge_on_statement,0.978099525,extra_charge_on_statement,0.8558595188132377,0.12224000616158526
Why is there a fee for an extra pound in my statement?,extra_charge_on_statement,extra_charge_on_statement,0.9830459356307983,extra_charge_on_statement,0.6817259974993155,0.30131993813148283
I'm not okay with this fee on my statement.,extra_charge_on_statement,extra_charge_on_statement,0.9396252632141113,extra_charge_on_statement,0.8188350151074255,0.12079024810668582
Why is there an extra dollar charged to my account?,extra_charge_on_statement,extra_charge_on_statement,0.9803682565689087,extra_charge_on_statement,0.7561681985482067,0.22420005802070198
There is a fee I don't recognize on my statement.,extra_charge_on_statement,extra_charge_on_statement,0.749536395,extra_charge_on_statement,0.47329876587664244,0.2762376291962946
I would like a refund on the extra pound I was charged.,extra_charge_on_statement,extra_charge_on_statement,0.9545178413391113,extra_charge_on_statement,0.4956609692503352,0.4588568720887761
Can you explain what this random $1 charge is?,extra_charge_on_statement,extra_charge_on_statement,0.9814204573631287,extra_charge_on_statement,0.7258819354210825,0.2555385219420462
What is this $1 charge on my statement?,extra_charge_on_statement,extra_charge_on_statement,0.9826966524124146,extra_charge_on_statement,0.7740992664731268,0.20859738593928778
Why does my statement have these extra charges?,extra_charge_on_statement,extra_charge_on_statement,0.899147093,extra_charge_on_statement,0.623585938,0.275561155
"I do not remember purchasing anything for 1£, and it is on my statement. Can you please tell me what that is about?",extra_charge_on_statement,extra_charge_on_statement,0.9811062812805176,extra_charge_on_statement,0.6885390801341387,0.2925672011463789
I can see an extra 1£ charge on my app. Why did you charge me extra?,extra_charge_on_statement,extra_charge_on_statement,0.9831773638725281,extra_charge_on_statement,0.74074114,0.2424362235850901
Can you tell me why I noticed a $1 charge on my statement?,extra_charge_on_statement,extra_charge_on_statement,0.9827603101730347,extra_charge_on_statement,0.8656917829178039,0.11706852725523076
When will the $1 transaction be credited to me?,extra_charge_on_statement,extra_charge_on_statement,0.9752070307731628,extra_charge_on_statement,0.6945608892900282,0.2806461414831346
Where did this fee come from?,extra_charge_on_statement,card_payment_fee_charged,0.9649718999862671,card_payment_fee_charged,0.6166062072331986,0.3483656927530685
"I noticed an extra $1 charge on my statement, can you tell me why that is?",extra_charge_on_statement,extra_charge_on_statement,0.9832935333251953,extra_charge_on_statement,0.7658166402255254,0.2174768930996699
There is an extra $1 charge,extra_charge_on_statement,extra_charge_on_statement,0.9820282459259033,extra_charge_on_statement,0.7852014963920567,0.1968267495338466
I need information about an extra €1 fee in my statement.,extra_charge_on_statement,extra_charge_on_statement,0.9835895895957947,extra_charge_on_statement,0.7784810992689416,0.20510849032685308
Why is there an extra 1 pound charge on my card?,extra_charge_on_statement,extra_charge_on_statement,0.981265128,extra_charge_on_statement,0.8652864004468361,0.11597872721200786
Why are there so many fees on my statement?,extra_charge_on_statement,card_payment_fee_charged,0.4690850079059601,extra_charge_on_statement,0.5243195739771744,-0.055234566
What would be the reason there's an extra fee on my statement?,extra_charge_on_statement,extra_charge_on_statement,0.9805811643600464,extra_charge_on_statement,0.795759852,0.18482131245373135
Where did this 1 euro fee come from?,extra_charge_on_statement,extra_charge_on_statement,0.890400767,extra_charge_on_statement,0.6414474578391671,0.24895330948718786
I got a extra €1 fee in my statement,extra_charge_on_statement,extra_charge_on_statement,0.9835669994354248,extra_charge_on_statement,0.7902993699550507,0.19326762948037413
I have a 1 euro fee on my statement.,extra_charge_on_statement,extra_charge_on_statement,0.9736089706420898,extra_charge_on_statement,0.9036830569755009,0.069925914
Why was I overcharged a pound!?,extra_charge_on_statement,extra_charge_on_statement,0.9754140973091125,extra_charge_on_statement,0.9373057797862866,0.038108318
"Something went wrong, I was charged an extra pound?",extra_charge_on_statement,extra_charge_on_statement,0.9830291867256165,extra_charge_on_statement,0.6686486853894037,0.31438050133621276
Where did the extra fee on my statement come from?,extra_charge_on_statement,extra_charge_on_statement,0.9628238677978516,extra_charge_on_statement,0.818729222,0.14409464573149455
There is an extra charge on my app that I was not told about or I was aware of!,extra_charge_on_statement,extra_charge_on_statement,0.9196970462799072,extra_charge_on_statement,0.76887352,0.15082352656164322
I am seeing an extra fee on my statement what is that for?,extra_charge_on_statement,extra_charge_on_statement,0.9754133820533752,extra_charge_on_statement,0.8515617472619348,0.12385163479144046
What is this €1 fee in my statement?,extra_charge_on_statement,extra_charge_on_statement,0.983249843,extra_charge_on_statement,0.8399678888274433,0.14328195429313162
"I am a new customer, and I happened to look at my app and there is a charge I am not familiar with.  Could you tell me why the extra charge is there?",extra_charge_on_statement,transfer_fee_charged,0.3959410786628723,transfer_fee_charged,0.29012768176637327,0.10581339689649905
For some reason my account's been charged an extra dollar.,extra_charge_on_statement,extra_charge_on_statement,0.981246293,extra_charge_on_statement,0.7538837896269859,0.2273625029641091
There is a transaction for $1 and I don't know why it was charged.,extra_charge_on_statement,extra_charge_on_statement,0.9816818833351135,extra_charge_on_statement,0.8222952712293521,0.15938661210576144
"Can you help me with a weird charge?  It's a pound charge that never goes away from the statement view on the app I'm using.  It's not described as anything but ""Pending"", and that status has never changed during the last two days.",extra_charge_on_statement,extra_charge_on_statement,0.9801180362701416,extra_charge_on_statement,0.7778027076962005,0.20231532857394108
What is the purpose of the extra fee that is showing up on my statement?,extra_charge_on_statement,extra_charge_on_statement,0.8302769064903259,extra_charge_on_statement,0.5510113143596083,0.27926559213071767
"$1 extra has been charged on my statement, why is that?",extra_charge_on_statement,extra_charge_on_statement,0.9825923442840576,extra_charge_on_statement,0.7071302989280729,0.27546204535598473
